,location,bath,balcony,price,bhk,total_area_in_sqrt
6931,Other,2.0,2.0,200.0,2,2031.0
6932,Other,3.0,1.0,180.0,4,2000.0
6934,Other,3.0,2.0,120.0,3,1200.0
6935,Other,2.0,1.0,115.0,2,1200.0
6937,Other,3.0,3.0,200.0,3,2000.0
6938,Other,2.0,2.0,90.0,2,1150.0
6939,Other,1.0,1.0,40.0,1,595.0
6941,Other,4.0,2.0,400.0,3,5480.0
6943,Other,5.0,0.0,499.0,3,5656.0
6948,Other,4.0,2.0,400.0,4,3700.0
6949,Other,3.0,1.0,150.0,3,1625.0
6952,Other,3.0,3.0,80.5,3,1515.0
6955,Other,3.0,2.0,165.0,3,2505.0
6958,Other,3.0,2.0,135.0,3,1650.0
6959,Other,2.0,1.0,68.0,2,925.0
6961,Other,3.0,2.0,100.0,3,1750.0
6963,Other,1.0,2.0,27.0,1,747.0
6965,Other,3.0,2.0,110.0,3,1738.0
6968,Other,3.0,1.0,95.0,3,1720.0
6969,Other,1.0,2.0,51.0,1,500.0
6973,Other,2.0,2.0,71.95,2,1290.0
6974,Other,3.0,2.0,140.0,3,1650.0
6978,Other,1.0,1.0,55.0,1,2559.0
6979,Other,1.0,2.0,28.0,1,720.0
6980,Other,2.0,1.0,90.0,2,1100.0
6982,Other,1.0,1.0,22.8,1,600.0
6983,Other,1.0,2.0,24.0,1,540.0
6991,Other,3.0,2.0,185.0,3,2400.0
6992,Other,3.0,2.0,79.0,3,1432.0
6993,Other,3.0,3.0,90.0,3,1500.0
6994,Other,3.0,3.0,425.0,4,3500.0
6996,Other,1.0,0.0,24.0,1,600.0
6997,Other,3.0,2.0,99.0,3,1770.0
6998,Other,3.0,1.0,130.0,3,1800.0
7000,Other,2.0,2.0,95.0,3,1570.0
7001,Other,3.0,0.0,180.0,3,2250.0
7002,Other,2.0,2.0,172.0,2,1270.0
7005,Other,2.0,2.0,353.0,5,3210.0
7013,Other,3.0,3.0,132.0,3,1950.0
7014,Other,2.0,2.0,130.0,3,1200.0
7016,Other,3.0,2.0,102.0,3,1600.0
7019,Other,2.0,2.0,65.0,2,1100.0
7020,Other,2.0,2.0,55.0,2,1035.0
7021,Other,3.0,3.0,75.0,3,1200.0
7022,Other,1.0,1.0,20.0,1,450.0
7024,Other,3.0,3.0,95.0,3,1719.0
7027,Other,1.0,1.0,22.5,1,540.0
7030,Other,3.0,2.0,85.0,3,1500.0
7031,Other,2.0,2.0,73.0,3,1360.0
7033,Other,1.0,0.0,120.0,3,1350.0
7034,Other,3.0,1.0,90.0,3,1500.0
7035,Other,2.0,1.0,285.0,3,2292.0
7036,Other,3.0,2.0,135.0,3,1945.0
7038,Other,2.0,2.0,58.0,2,1075.0
7042,Other,2.0,3.0,72.0,3,1369.0
7044,Other,2.0,2.0,60.0,2,1035.0
7045,Other,2.0,1.0,94.28,2,1232.0
7047,Other,6.0,1.0,660.0,4,6652.0
7051,Other,3.0,2.0,230.0,4,2700.0
7054,Other,6.0,1.0,700.0,4,6688.0
7057,Other,9.0,2.0,150.0,9,4600.0
7058,Other,2.0,2.0,64.08,2,1100.0
7061,Other,2.0,1.0,90.0,2,1600.0
7063,Other,1.0,1.0,18.0,1,530.0
7065,Other,2.0,1.0,62.0,2,1012.0
7067,Other,3.0,0.0,140.0,3,1490.0
7069,Other,1.0,1.0,130.0,2,1650.0
7072,Other,2.0,1.0,64.0,2,1155.0
7074,Other,2.0,3.0,70.0,2,1200.0
7075,Other,1.0,1.0,200.0,1,1800.0
7078,Other,2.0,2.0,110.0,2,1353.0
7079,Other,1.0,0.0,26.0,1,812.0
7082,Other,5.0,2.0,400.0,4,3600.0
7083,Padmanabhanagar,2.0,2.0,63.0,2,1020.0
7084,Padmanabhanagar,2.0,0.0,62.0,2,1176.0
7085,Padmanabhanagar,2.0,2.0,115.0,2,1258.0
7087,Padmanabhanagar,2.0,2.0,65.0,2,1100.0
7088,Padmanabhanagar,3.0,1.0,210.0,4,3400.0
7092,Padmanabhanagar,4.0,2.0,360.0,3,4500.0
7093,Padmanabhanagar,2.0,1.0,60.0,2,1200.0
7095,Padmanabhanagar,1.0,2.0,90.0,2,1000.0
7096,Padmanabhanagar,2.0,2.0,52.0,2,1067.0
7100,Padmanabhanagar,2.0,1.0,60.0,2,1100.0
7101,Padmanabhanagar,3.0,1.0,180.0,3,2051.0
7102,Padmanabhanagar,3.0,2.0,170.0,3,2051.0
7103,Pai Layout,2.0,2.0,35.0,2,1006.0
7104,Pai Layout,2.0,2.0,90.0,3,1550.0
7105,Pai Layout,2.0,2.0,40.0,2,1050.0
7106,Pai Layout,2.0,3.0,67.0,3,1400.0
7107,Pai Layout,2.0,2.0,50.0,2,1100.0
7108,Pai Layout,2.0,1.0,80.0,2,1255.0
7109,Pai Layout,2.0,2.0,35.0,2,1075.0
7110,Pai Layout,2.0,2.0,57.5,2,1400.0
7111,Pai Layout,2.0,2.0,60.0,2,1175.0
7112,Pai Layout,2.0,2.0,34.5,2,810.0
7113,Pai Layout,2.0,2.0,34.0,2,1000.0
7114,Pai Layout,2.0,3.0,42.0,2,1000.0
7115,Pai Layout,6.0,2.0,175.0,6,3800.0
7116,Pai Layout,2.0,3.0,48.0,2,1068.0
7117,Pai Layout,2.0,2.0,65.0,3,1510.0
7120,Panathur,2.0,1.0,87.0,2,1359.0
7121,Panathur,2.0,3.0,100.0,2,1438.0
7122,Panathur,3.0,1.0,118.0,3,1688.0
7124,Panathur,2.0,1.0,77.0,2,1198.0
7125,Panathur,2.0,1.0,70.0,2,1180.0
7126,Panathur,3.0,2.0,99.0,3,1546.0
7128,Panathur,2.0,1.0,65.3,2,1000.0
7129,Panathur,2.0,1.0,63.0,2,1109.0
7130,Panathur,2.0,1.0,68.0,2,1000.0
7131,Panathur,2.0,2.0,79.0,2,1255.0
7132,Panathur,2.0,2.0,62.9,2,1205.0
7133,Panathur,2.0,1.0,82.0,2,1198.0
7134,Panathur,2.0,3.0,65.0,2,1235.0
7135,Panathur,2.0,1.0,80.0,2,1210.0
7136,Panathur,2.0,1.0,77.0,2,1210.0
7137,Panathur,1.0,1.0,40.0,1,661.0
7138,Panathur,2.0,1.0,78.0,2,1210.0
7140,Panathur,2.0,2.0,60.0,2,1050.0
7141,Panathur,2.0,1.0,97.0,2,1398.0
7142,Panathur,2.0,1.0,58.0,2,1065.0
7143,Panathur,2.0,1.0,64.0,2,1007.0
7144,Panathur,2.0,1.0,77.93,2,1210.0
7145,Panathur,2.0,1.0,80.0,2,1230.0
7146,Panathur,2.0,1.0,57.0,2,980.0
7147,Panathur,2.0,2.0,60.0,2,1075.0
7148,Panathur,2.0,2.0,69.0,2,1210.0
7149,Panathur,2.0,1.0,76.0,2,1343.0
7150,"Panathur Road,",1.0,0.0,53.0,1,936.0
7151,Parappana Agrahara,2.0,2.0,47.0,2,1194.0
7152,Parappana Agrahara,2.0,2.0,47.0,2,1194.0
7153,Parappana Agrahara,2.0,2.0,46.0,2,1194.0
7154,Parappana Agrahara,2.0,2.0,47.0,2,1194.0
7155,Parappana Agrahara,2.0,2.0,46.0,2,1194.0
7156,Parappana Agrahara,2.0,2.0,47.0,2,1194.0
7157,Parappana Agrahara,2.0,2.0,47.0,2,1194.0
7158,Parappana Agrahara,2.0,2.0,43.0,2,1092.0
7159,Parappana Agrahara,2.0,2.0,46.0,2,1194.0
7160,Parappana Agrahara,2.0,2.0,47.0,2,1194.0
7161,Parappana Agrahara,2.0,2.0,47.0,2,1194.0
7162,Parappana Agrahara,2.0,2.0,46.0,2,1194.0
7163,Parappana Agrahara,2.0,2.0,46.0,2,1194.0
7164,Pattandur Agrahara,2.0,3.0,80.0,3,1550.0
7165,Pattandur Agrahara,2.0,1.0,59.8,2,1247.0
7166,Pattandur Agrahara,2.0,2.0,42.0,2,900.0
7167,Pattandur Agrahara,2.0,1.0,66.0,2,1302.0
7168,Pattandur Agrahara,2.0,3.0,80.0,3,1550.0
7169,Pattandur Agrahara,2.0,2.0,62.35,2,1247.0
7170,Pattandur Agrahara,2.0,3.0,68.0,2,1350.0
7171,Poorna Pragna Layout,2.0,2.0,39.55,2,920.0
7174,Poorna Pragna Layout,2.0,1.0,46.39,2,1160.0
7177,Poorna Pragna Layout,2.0,2.0,48.0,2,965.0
7182,Poorna Pragna Layout,2.0,2.0,46.39,2,1160.0
7184,Poorna Pragna Layout,2.0,1.0,46.39,2,1160.0
7187,Poorna Pragna Layout,2.0,3.0,50.0,2,960.0
7189,Prithvi Layout,4.0,3.0,162.0,4,2028.0
7190,Prithvi Layout,2.0,2.0,87.5,2,1352.0
7191,Prithvi Layout,2.0,2.0,68.0,2,1190.0
7192,Prithvi Layout,2.0,2.0,85.0,2,1352.0
7193,Prithvi Layout,2.0,2.0,75.0,2,1352.0
7194,Prithvi Layout,3.0,1.0,93.0,2,1352.0
7195,Prithvi Layout,4.0,2.0,192.0,3,2273.0
7196,Prithvi Layout,2.0,2.0,72.0,2,1352.0
7198,R.T. Nagar,2.0,1.0,120.0,2,1200.0
7200,R.T. Nagar,2.0,2.0,46.0,2,1040.0
7201,R.T. Nagar,2.0,3.0,45.0,2,1200.0
7202,R.T. Nagar,2.0,2.0,65.0,2,1235.0
7203,R.T. Nagar,2.0,1.0,55.0,2,970.0
7204,R.T. Nagar,3.0,3.0,125.0,3,1560.0
7205,R.T. Nagar,2.0,2.0,60.0,2,1200.0
7209,R.T. Nagar,3.0,2.0,140.0,3,1200.0
7210,R.T. Nagar,3.0,0.0,125.0,2,1100.0
7211,R.T. Nagar,2.0,2.0,72.0,2,1150.0
7212,R.T. Nagar,8.0,2.0,165.0,9,3600.0
7213,R.T. Nagar,2.0,1.0,48.0,2,1080.0
7214,R.T. Nagar,2.0,2.0,52.0,2,1325.0
7216,R.T. Nagar,3.0,2.0,145.0,3,1300.0
7218,R.T. Nagar,2.0,2.0,85.0,2,1100.0
7219,R.T. Nagar,3.0,2.0,130.0,3,1667.0
7220,Rachenahalli,2.0,2.0,52.07,2,1050.0
7222,Rachenahalli,2.0,2.0,55.5,2,1050.0
7224,Rachenahalli,2.0,2.0,53.5,2,1050.0
7226,Rachenahalli,2.0,2.0,59.5,2,1220.0
7227,Rachenahalli,2.0,2.0,52.5,2,1050.0
7229,Rachenahalli,2.0,2.0,52.1,2,1050.0
7230,Rachenahalli,2.0,2.0,53.5,2,1050.0
7231,Rachenahalli,2.0,1.0,55.0,2,1113.0
7232,Rachenahalli,5.0,2.0,220.0,4,3657.0
7236,Rachenahalli,1.0,0.0,32.64,1,680.0
7237,Rachenahalli,1.0,0.0,19.8,1,412.5
7238,Rachenahalli,2.0,2.0,52.5,2,1050.0
7241,Rachenahalli,1.0,1.0,39.8,1,690.0
7242,Rachenahalli,2.0,2.0,47.25,2,1050.0
7243,Rachenahalli,2.0,2.0,55.5,2,1050.0
7244,Rachenahalli,2.0,1.0,49.97,2,985.0
7245,Rachenahalli,2.0,2.0,52.5,2,1050.0
7246,Rachenahalli,2.0,2.0,52.08,2,1050.0
7248,Rachenahalli,2.0,2.0,52.07,2,1050.0
7250,Rachenahalli,2.0,2.0,52.08,2,1050.0
7251,Rachenahalli,2.0,1.0,49.97,2,985.0
7252,Rachenahalli,3.0,3.0,106.0,3,1856.0
7253,Rachenahalli,2.0,2.0,52.5,2,1050.0
7254,Rachenahalli,2.0,1.0,50.17,2,985.0
7255,Rachenahalli,3.0,2.0,160.0,3,2600.0
7258,Rachenahalli,2.0,1.0,50.17,2,985.0
7259,Rachenahalli,2.0,2.0,52.71,2,1050.0
7260,Raja Rajeshwari Nagar,3.0,3.0,60.0,3,1540.0
7262,Raja Rajeshwari Nagar,2.0,2.0,43.9,2,1295.0
7263,Raja Rajeshwari Nagar,2.0,2.0,45.79,2,1145.0
7264,Raja Rajeshwari Nagar,2.0,2.0,48.1,2,1419.0
7265,Raja Rajeshwari Nagar,2.0,1.0,55.47,2,1295.0
7266,Raja Rajeshwari Nagar,2.0,1.0,49.07,2,1133.0
7267,Raja Rajeshwari Nagar,2.0,1.0,42.0,2,1090.0
7268,Raja Rajeshwari Nagar,2.0,2.0,38.55,2,1141.0
7269,Raja Rajeshwari Nagar,2.0,1.0,49.39,2,1140.0
7270,Raja Rajeshwari Nagar,2.0,2.0,55.79,2,1303.0
7271,Raja Rajeshwari Nagar,1.0,1.0,22.0,1,600.0
7272,Raja Rajeshwari Nagar,2.0,1.0,53.76,3,1278.0
7273,Raja Rajeshwari Nagar,1.0,1.0,25.0,1,500.0
7274,Raja Rajeshwari Nagar,2.0,2.0,38.65,2,1143.0
7275,Raja Rajeshwari Nagar,3.0,2.0,74.0,3,1610.0
7277,Raja Rajeshwari Nagar,2.0,1.0,63.53,2,1258.0
7278,Raja Rajeshwari Nagar,2.0,2.0,38.24,2,1128.0
7279,Raja Rajeshwari Nagar,2.0,1.0,53.8,2,1157.0
7280,Raja Rajeshwari Nagar,2.0,2.0,47.39,2,1185.0
7282,Raja Rajeshwari Nagar,3.0,3.0,61.2,3,1530.0
7283,Raja Rajeshwari Nagar,2.0,1.0,50.0,2,1030.0
7284,Raja Rajeshwari Nagar,2.0,2.0,38.55,2,1144.0
7285,Raja Rajeshwari Nagar,2.0,2.0,51.51,2,1196.0
7286,Raja Rajeshwari Nagar,2.0,1.0,55.91,2,1306.0
7287,Raja Rajeshwari Nagar,3.0,1.0,67.98,3,1608.0
7289,Raja Rajeshwari Nagar,2.0,2.0,78.0,3,1575.0
7290,Raja Rajeshwari Nagar,2.0,2.0,39.02,2,1151.0
7291,Raja Rajeshwari Nagar,2.0,2.0,65.0,3,1570.0
7293,Raja Rajeshwari Nagar,2.0,2.0,51.15,2,1196.0
7294,Raja Rajeshwari Nagar,2.0,2.0,48.0,2,1419.0
7295,Raja Rajeshwari Nagar,2.0,2.0,62.4,3,1560.0
7296,Raja Rajeshwari Nagar,1.0,1.0,31.75,1,648.0
7297,Raja Rajeshwari Nagar,2.0,1.0,55.0,2,1100.0
7298,Raja Rajeshwari Nagar,2.0,2.0,38.55,2,1140.0
7299,Raja Rajeshwari Nagar,2.0,2.0,43.59,2,1090.0
7301,Raja Rajeshwari Nagar,2.0,2.0,42.0,2,1023.0
7302,Raja Rajeshwari Nagar,2.0,1.0,50.0,2,1070.0
7303,Raja Rajeshwari Nagar,2.0,3.0,59.0,3,1510.0
7304,Raja Rajeshwari Nagar,8.0,2.0,225.0,8,4800.0
7305,Raja Rajeshwari Nagar,2.0,1.0,48.79,2,1128.0
7306,Raja Rajeshwari Nagar,2.0,2.0,42.85,2,1267.0
7307,Raja Rajeshwari Nagar,1.0,0.0,21.0,1,550.0
7308,Raja Rajeshwari Nagar,2.0,2.0,37.95,2,1120.0
7309,Raja Rajeshwari Nagar,2.0,2.0,45.0,2,1210.0
7310,Raja Rajeshwari Nagar,2.0,1.0,53.27,2,1240.0
7311,Raja Rajeshwari Nagar,2.0,1.0,45.0,2,1165.0
7312,Raja Rajeshwari Nagar,2.0,2.0,37.97,2,1120.0
7313,Raja Rajeshwari Nagar,2.0,2.0,38.65,2,1140.0
7314,Raja Rajeshwari Nagar,2.0,1.0,38.33,2,1095.0
7315,Raja Rajeshwari Nagar,2.0,2.0,60.0,3,1420.0
7316,Raja Rajeshwari Nagar,2.0,2.0,44.17,2,1303.0
7318,Raja Rajeshwari Nagar,2.0,1.0,40.17,2,1185.0
7319,Raja Rajeshwari Nagar,2.0,1.0,49.27,2,1140.0
7321,Raja Rajeshwari Nagar,2.0,2.0,38.33,2,1095.0
7322,Raja Rajeshwari Nagar,3.0,2.0,57.6,3,1280.0
7323,Raja Rajeshwari Nagar,2.0,1.0,55.79,2,1303.0
7324,Raja Rajeshwari Nagar,2.0,2.0,38.41,2,1133.0
7325,Raja Rajeshwari Nagar,2.0,1.0,49.0,2,1151.0
7326,Raja Rajeshwari Nagar,2.0,1.0,54.35,2,1267.0
7328,Raja Rajeshwari Nagar,2.0,1.0,50.0,2,1100.0
7329,Raja Rajeshwari Nagar,2.0,2.0,40.17,2,1185.0
7330,Raja Rajeshwari Nagar,3.0,3.0,72.0,3,1751.0
7331,Raja Rajeshwari Nagar,2.0,2.0,44.17,2,1306.0
7332,Raja Rajeshwari Nagar,2.0,2.0,40.44,2,1196.0
7333,Raja Rajeshwari Nagar,2.0,2.0,40.0,2,1128.0
7334,Raja Rajeshwari Nagar,2.0,2.0,39.0,2,1151.0
7335,Raja Rajeshwari Nagar,2.0,1.0,54.99,3,1375.0
7336,Raja Rajeshwari Nagar,2.0,1.0,48.0,2,1060.0
7337,Raja Rajeshwari Nagar,6.0,2.0,195.0,6,3900.0
7338,Raja Rajeshwari Nagar,2.0,1.0,48.79,2,1128.0
7340,Raja Rajeshwari Nagar,2.0,3.0,50.0,2,1170.0
7341,Raja Rajeshwari Nagar,2.0,1.0,51.15,2,1185.0
7342,Raja Rajeshwari Nagar,2.0,1.0,53.87,2,1255.0
7343,Raja Rajeshwari Nagar,2.0,1.0,60.42,2,1419.0
7344,Raja Rajeshwari Nagar,3.0,1.0,71.38,3,1693.0
7345,Raja Rajeshwari Nagar,2.0,2.0,40.54,2,1196.0
7346,Raja Rajeshwari Nagar,2.0,2.0,40.54,2,1196.0
7349,Raja Rajeshwari Nagar,2.0,1.0,38.37,2,1133.0
7350,Raja Rajeshwari Nagar,2.0,1.0,48.7,2,1140.0
7351,Raja Rajeshwari Nagar,2.0,2.0,38.65,2,1140.0
7352,Raja Rajeshwari Nagar,2.0,2.0,38.55,2,1140.0
7353,Raja Rajeshwari Nagar,2.0,2.0,55.47,2,1295.0
7354,Raja Rajeshwari Nagar,2.0,2.0,40.0,2,1133.0
7356,Raja Rajeshwari Nagar,2.0,1.0,52.0,2,1110.0
7359,Raja Rajeshwari Nagar,2.0,1.0,51.15,2,1185.0
7360,Raja Rajeshwari Nagar,2.0,2.0,43.9,2,1295.0
7361,Raja Rajeshwari Nagar,2.0,1.0,53.76,3,1279.0
7362,Raja Rajeshwari Nagar,2.0,2.0,40.54,2,1196.0
7363,Raja Rajeshwari Nagar,2.0,2.0,42.04,2,1240.0
7364,Raja Rajeshwari Nagar,3.0,2.0,64.0,3,1530.0
7365,Raja Rajeshwari Nagar,3.0,1.0,73.8,3,1587.0
7367,Raja Rajeshwari Nagar,2.0,1.0,55.47,2,1295.0
7368,Raja Rajeshwari Nagar,2.0,1.0,67.0,3,1450.0
7369,Raja Rajeshwari Nagar,2.0,1.0,45.0,2,945.0
7370,Raja Rajeshwari Nagar,2.0,2.0,55.78,2,1303.0
7371,Raja Rajeshwari Nagar,2.0,2.0,48.1,2,1419.0
7372,Raja Rajeshwari Nagar,2.0,2.0,86.0,3,1700.0
7373,Raja Rajeshwari Nagar,2.0,2.0,62.0,2,1270.0
7374,Raja Rajeshwari Nagar,2.0,1.0,62.0,3,1260.0
7375,Raja Rajeshwari Nagar,2.0,2.0,40.54,2,1196.0
7376,Raja Rajeshwari Nagar,2.0,2.0,66.85,3,1580.0
7377,Raja Rajeshwari Nagar,2.0,2.0,37.0,2,1050.0
7378,Raja Rajeshwari Nagar,2.0,2.0,40.54,2,1196.0
7379,Raja Rajeshwari Nagar,2.0,1.0,40.7,2,1206.0
7380,Raja Rajeshwari Nagar,2.0,0.0,50.0,2,1000.0
7381,Raja Rajeshwari Nagar,2.0,2.0,63.0,3,1485.0
7382,Raja Rajeshwari Nagar,2.0,1.0,56.0,3,1335.0
7384,Raja Rajeshwari Nagar,2.0,2.0,42.54,2,1255.0
7385,Raja Rajeshwari Nagar,3.0,3.0,64.86,3,1530.0
7386,Raja Rajeshwari Nagar,2.0,2.0,44.0,2,1140.0
7387,Raja Rajeshwari Nagar,8.0,3.0,215.0,8,6000.0
7388,Raja Rajeshwari Nagar,2.0,2.0,39.0,2,1140.0
7389,Raja Rajeshwari Nagar,1.0,1.0,22.0,1,510.0
7390,Raja Rajeshwari Nagar,2.0,2.0,40.14,2,1187.0
7391,Rajaji Nagar,3.0,2.0,229.0,3,1640.0
7392,Rajaji Nagar,3.0,2.0,415.0,3,2390.0
7393,Rajaji Nagar,3.0,2.0,410.0,3,2390.0
7395,Rajaji Nagar,4.0,3.0,540.0,4,3516.0
7396,Rajaji Nagar,3.0,3.0,223.0,3,1640.0
7398,Rajaji Nagar,4.0,1.0,558.0,4,3526.0
7401,Rajaji Nagar,3.0,3.0,260.0,3,1800.0
7402,Rajaji Nagar,3.0,2.0,241.0,3,1640.0
7403,Rajaji Nagar,2.0,1.0,170.0,2,1370.0
7404,Rajaji Nagar,3.0,2.0,360.0,3,2409.0
7406,Rajaji Nagar,3.0,2.0,288.0,2,1718.0
7407,Rajaji Nagar,3.0,2.0,334.0,3,2386.0
7408,Rajaji Nagar,6.0,3.0,500.0,4,3436.0
7409,Rajaji Nagar,2.0,0.0,150.0,2,1200.0
7410,Rajaji Nagar,1.0,0.0,163.0,2,1160.0
7411,Rajaji Nagar,2.0,0.0,112.0,2,1222.0
7412,Rajaji Nagar,1.0,0.0,75.0,1,660.0
7413,Rajaji Nagar,2.0,2.0,170.0,2,1440.0
7414,Rajaji Nagar,3.0,2.0,400.0,3,2448.0
7415,Rajaji Nagar,2.0,2.0,185.0,2,1440.0
7416,Rajaji Nagar,3.0,3.0,230.0,3,1640.0
7419,Rajaji Nagar,2.0,2.0,250.0,3,1800.0
7420,Rajaji Nagar,4.0,3.0,550.0,4,3100.0
7421,Rajaji Nagar,4.0,3.0,598.0,4,3526.0
7422,Rajaji Nagar,2.0,1.0,130.0,2,1357.0
7423,Rajaji Nagar,3.0,3.0,369.0,3,2300.0
7424,Rajaji Nagar,3.0,2.0,220.0,3,1640.0
7425,Rajaji Nagar,3.0,3.0,350.0,3,2500.0
7428,Rajaji Nagar,3.0,2.0,403.0,3,2559.0
7429,Rajaji Nagar,3.0,2.0,262.0,2,1763.0
7430,Rajaji Nagar,3.0,3.0,220.0,3,1640.0
7434,Rajaji Nagar,3.0,2.0,240.0,3,1800.0
7435,Rajaji Nagar,3.0,3.0,425.0,3,2533.0
7436,Rajaji Nagar,2.0,1.0,127.0,2,1268.0
7437,Rajaji Nagar,3.0,3.0,330.0,3,2450.0
7438,Rajaji Nagar,3.0,2.0,262.0,3,1640.0
7439,Rajaji Nagar,1.0,1.0,200.0,2,1200.0
7440,Rajaji Nagar,3.0,3.0,375.0,3,2367.0
7441,Rajaji Nagar,2.0,0.0,415.0,4,2440.0
7442,Rajaji Nagar,3.0,2.0,251.0,3,1640.0
7444,Rajaji Nagar,3.0,2.0,268.0,3,1640.0
7445,Rajaji Nagar,4.0,3.0,340.0,3,2367.0
7447,Rajaji Nagar,5.0,2.0,510.0,5,3600.0
7450,Rajaji Nagar,5.0,1.0,408.0,5,2400.0
7451,Rajaji Nagar,3.0,3.0,340.0,3,2500.0
7452,Rajaji Nagar,3.0,1.0,372.0,3,2390.0
7453,Rajaji Nagar,3.0,2.0,399.0,3,2415.0
7454,Rajaji Nagar,3.0,2.0,275.0,2,1718.0
7455,Rajaji Nagar,3.0,2.0,240.0,2,1763.0
7456,Rajaji Nagar,3.0,2.0,320.0,3,2367.0
7457,Rajaji Nagar,3.0,3.0,395.0,3,2409.0
7458,Rajaji Nagar,2.0,0.0,225.0,2,1314.0
7459,Rajaji Nagar,2.0,2.0,165.0,2,1440.0
7460,Rajaji Nagar,3.0,3.0,245.0,3,1640.0
7461,Rajiv Nagar,3.0,1.0,125.0,3,1690.0
7462,Rajiv Nagar,2.0,1.0,93.32,2,1263.0
7463,Rajiv Nagar,4.0,1.0,148.0,4,2340.0
7464,Rajiv Nagar,5.0,1.0,129.0,4,2340.0
7465,Rajiv Nagar,2.0,1.0,93.0,2,1330.0
7466,Rajiv Nagar,5.0,1.0,129.0,4,2340.0
7467,Rajiv Nagar,2.0,1.0,80.0,2,1309.0
7468,Rajiv Nagar,4.0,1.0,145.0,4,2340.0
7469,Rajiv Nagar,5.0,1.0,175.0,4,2330.0
7470,Rajiv Nagar,5.0,1.0,160.0,4,2340.0
7471,Ramagondanahalli,2.0,2.0,48.77,2,1151.0
7472,Ramagondanahalli,2.0,1.0,47.0,2,1251.0
7473,Ramagondanahalli,2.0,1.0,52.04,2,1235.0
7474,Ramagondanahalli,2.0,2.0,111.0,3,1610.0
7475,Ramagondanahalli,1.0,0.0,30.0,1,540.0
7477,Ramagondanahalli,2.0,1.0,46.8,2,1235.0
7478,Ramagondanahalli,2.0,1.0,51.26,2,1215.0
7479,Ramagondanahalli,4.0,2.0,157.0,3,2257.0
7480,Ramagondanahalli,2.0,1.0,47.4,2,1251.0
7481,Ramagondanahalli,2.0,2.0,115.0,3,1610.0
7482,Ramagondanahalli,2.0,3.0,65.0,2,920.0
7483,Ramagondanahalli,2.0,1.0,45.5,2,1215.0
7485,Ramagondanahalli,2.0,1.0,52.66,2,1253.0
7486,Ramagondanahalli,2.0,2.0,95.0,2,1295.0
7487,Ramagondanahalli,2.0,2.0,50.5,2,1151.0
7488,Ramagondanahalli,2.0,1.0,49.3,2,1235.0
7489,Ramagondanahalli,3.0,2.0,159.0,3,2257.0
7490,Ramagondanahalli,2.0,2.0,95.0,2,1295.0
7492,Ramagondanahalli,3.0,2.0,142.0,3,1910.0
7493,Ramagondanahalli,2.0,1.0,46.1,2,1215.0
7495,Ramagondanahalli,2.0,1.0,50.0,2,1251.0
7496,Ramagondanahalli,2.0,2.0,115.0,3,1610.0
7497,Ramagondanahalli,2.0,2.0,43.6,2,1151.0
7499,Ramagondanahalli,2.0,1.0,53.0,2,1251.0
7500,Ramagondanahalli,2.0,1.0,45.82,2,845.0
7501,Ramagondanahalli,3.0,2.0,150.0,3,1910.0
7503,Ramagondanahalli,3.0,2.0,114.0,3,2040.0
7505,Ramagondanahalli,2.0,1.0,46.0,2,1251.0
7507,Ramagondanahalli,2.0,2.0,46.0,2,1151.0
7508,Ramagondanahalli,2.0,1.0,112.0,3,1610.0
7509,Ramagondanahalli,2.0,2.0,115.0,3,1610.0
7510,Ramagondanahalli,3.0,1.0,56.1,3,1200.0
7511,Ramagondanahalli,5.0,2.0,220.0,4,2787.0
7513,Ramagondanahalli,2.0,2.0,75.0,2,1125.0
7514,Ramagondanahalli,2.0,2.0,42.5,2,1151.0
7515,Ramagondanahalli,3.0,2.0,155.0,3,2257.0
7516,Ramagondanahalli,3.0,3.0,100.0,3,1500.0
7518,Ramagondanahalli,3.0,2.0,131.0,3,1910.0
7519,Ramamurthy Nagar,4.0,1.0,225.0,4,3700.0
7520,Ramamurthy Nagar,5.0,2.0,150.0,5,3500.0
7521,Ramamurthy Nagar,2.0,0.0,37.0,2,1050.0
7522,Ramamurthy Nagar,2.0,2.0,50.0,2,1040.0
7524,Ramamurthy Nagar,3.0,1.0,72.0,2,1200.0
7525,Ramamurthy Nagar,2.0,1.0,50.79,2,950.0
7526,Ramamurthy Nagar,2.0,0.0,66.0,3,1200.0
7527,Ramamurthy Nagar,3.0,1.0,100.0,3,1525.0
7528,Ramamurthy Nagar,2.0,0.0,80.0,2,1200.0
7529,Ramamurthy Nagar,2.0,3.0,42.0,2,1200.0
7531,Ramamurthy Nagar,2.0,0.0,68.0,2,1100.0
7532,Ramamurthy Nagar,2.0,1.0,45.5,2,1185.0
7533,Ramamurthy Nagar,2.0,2.0,46.8,2,1170.0
7534,Ramamurthy Nagar,2.0,2.0,51.0,2,1150.0
7535,Ramamurthy Nagar,2.0,1.0,48.0,2,1200.0
7537,Ramamurthy Nagar,2.0,0.0,65.0,2,1110.0
7539,Ramamurthy Nagar,2.0,1.0,78.0,2,1200.0
7540,Ramamurthy Nagar,1.0,1.0,43.0,1,600.0
7541,Ramamurthy Nagar,2.0,1.0,57.0,2,1006.0
7542,Ramamurthy Nagar,2.0,1.0,76.0,2,1200.0
7545,Ramamurthy Nagar,2.0,1.0,47.0,2,1125.0
